etta,w12,w21,tau_A,w_EE_A,w_EI_A,w_IE_A,beta_A,theta_E_A,theta_I_A,tau_B,w_EE_B,w_EI_B,w_IE_B,beta_B,theta_E_B,theta_I_B
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05588297173380852,0.13717713952064514,0.6229572296142578,0.016156425699591637,5.847907543182373,5.521181106567383,7.411370754241943,1.3299696445465088,4.6147332191467285,-0.0787539854645729,0.01694805920124054,3.4078290462493896,5.521181106567383,7.965076446533203,2.0962672233581543,0.7453087568283081,0.19643157720565796
0.004495658911764622,0.5156857371330261,0.39893078804016113,0.016030294820666313,5.776641368865967,8.954742431640625,7.373058319091797,6.25447940826416,0.43398579955101013,-3.621063470840454,0.016408823430538177,2.3956031799316406,8.954742431640625,0.8155374526977539,0.7649632096290588,-0.1760556399822235,-8.57890796661377
0.0001846817322075367,0.41843098402023315,0.5936273336410522,0.016338102519512177,6.828158378601074,8.957677841186523,6.028895854949951,6.290058612823486,0.6670979261398315,-0.10984445363283157,0.01694989763200283,3.6283397674560547,8.957677841186523,8.90473747253418,3.104142904281616,8.461753845214844,-6.9571356773376465
0.04481519013643265,0.3765287697315216,0.39549964666366577,0.016207434237003326,4.043258190155029,4.6896467208862305,1.7948154211044312,1.887795329093933,0.0697786882519722,-0.7903295159339905,0.016951177269220352,5.872287273406982,4.6896467208862305,3.441012382507324,5.870275020599365,3.4711222648620605,-7.719477653503418
0.04800049588084221,0.671142041683197,0.2495046705007553,0.016922369599342346,3.348989248275757,3.0659971237182617,5.326072692871094,7.576070785522461,0.5830684900283813,-0.03919979929924011,0.016891201958060265,7.878221035003662,3.0659971237182617,5.421652793884277,1.9945056438446045,-1.5031547546386719,1.2137327194213867
0.08519690483808517,0.19305242598056793,0.18455126881599426,0.016754159703850746,2.5079617500305176,7.109722137451172,9.224689483642578,9.29994010925293,0.6680716872215271,-3.7968194484710693,0.01633334532380104,1.1261545419692993,7.109722137451172,4.143976211547852,0.2801066040992737,7.732257843017578,-1.3786510229110718
0.07739567011594772,0.4422655701637268,0.95140540599823,0.016779709607362747,3.2772979736328125,9.139668464660645,9.52872085571289,3.297619581222534,8.06037425994873,-4.330663681030273,0.01632956601679325,8.76838207244873,9.139668464660645,0.20729295909404755,0.10870633274316788,8.913206100463867,-7.802792072296143
0.053808972239494324,0.5556676387786865,0.9734430909156799,0.01643320918083191,8.935636520385742,6.023059368133545,9.643182754516602,1.4658384323120117,-0.23321175575256348,-1.1353912353515625,0.016294291242957115,4.661605358123779,6.023059368133545,9.970379829406738,3.321422815322876,1.5938880443572998,-9.590629577636719
0.04189656302332878,0.37074074149131775,0.8236531019210815,0.0168306864798069,6.713622093200684,6.809510231018066,8.074095726013184,7.764275550842285,2.741722583770752,-3.9606215953826904,0.0166616328060627,7.269107818603516,6.809510231018066,9.09676456451416,1.2996612787246704,-0.9648357629776001,-3.4456820487976074
0.08859151601791382,0.17199014127254486,0.22406379878520966,0.016480742022395134,1.4154964685440063,8.437789916992188,7.942180633544922,6.857022762298584,7.885595798492432,-1.3836992979049683,0.01632252149283886,7.9829792976379395,8.437789916992188,6.094364643096924,5.515011787414551,4.755846977233887,-7.401604652404785
0.038694512099027634,0.26914554834365845,0.1948966085910797,0.016131633892655373,3.64768648147583,5.6458940505981445,6.570431232452393,4.395256042480469,4.595975875854492,-2.3641748428344727,0.01651540771126747,4.289835453033447,5.6458940505981445,6.759968280792236,5.800682544708252,-0.8822876214981079,-0.9650877118110657
0.0806647464632988,0.6996833086013794,0.7294290065765381,0.01691432297229767,6.4794392585754395,6.533979892730713,6.523013114929199,2.3965840339660645,2.117079973220825,-3.4485747814178467,0.016898944973945618,7.811403274536133,6.533979892730713,5.960906982421875,6.113873481750488,8.882610321044922,-5.331649303436279
0.0375184565782547,0.1814071387052536,0.6503125429153442,0.01622617617249489,4.171646595001221,6.222075939178467,9.392805099487305,5.444873809814453,0.43237972259521484,-2.8048830032348633,0.016360005363821983,3.161872386932373,6.222075939178467,4.269298076629639,1.5456218719482422,2.6255733966827393,1.1681755781173706
0.09610505402088165,0.5213363766670227,0.056381840258836746,0.016096364706754684,6.548872947692871,8.790251731872559,8.298296928405762,7.706621170043945,3.1568734645843506,-6.122716426849365,0.016184819862246513,8.694024085998535,8.790251731872559,3.63301157951355,2.3992600440979004,2.2335731983184814,-3.625478744506836
0.08322431892156601,0.4288417100906372,0.998628556728363,0.01671324111521244,4.074927806854248,3.7427284717559814,6.9827070236206055,6.141548156738281,4.379589557647705,-1.5113266706466675,0.016046877950429916,2.608978509902954,3.7427284717559814,2.79040265083313,4.493312835693359,2.2862372398376465,-1.9560900926589966
0.04080256447196007,0.668201744556427,0.5732729434967041,0.01600378192961216,4.2859344482421875,6.036563396453857,7.0463690757751465,3.6151669025421143,0.13900457322597504,-2.146907091140747,0.016534803435206413,5.457125186920166,6.036563396453857,4.319911479949951,1.6977988481521606,-0.7806950211524963,-5.025905132293701
0.05635841190814972,0.6370729207992554,0.977349042892456,0.016846926882863045,8.909768104553223,8.723422050476074,9.285295486450195,9.789999961853027,1.2299250364303589,0.4334329068660736,0.01662985049188137,4.985044956207275,8.723422050476074,2.7609360218048096,1.1524875164031982,9.762223243713379,-1.7152749300003052
0.07439043372869492,0.05112142488360405,0.45599791407585144,0.01630864106118679,5.230116367340088,5.9932732582092285,7.723788261413574,2.8716773986816406,4.54869270324707,-2.9036059379577637,0.016532989218831062,8.449082374572754,5.9932732582092285,8.361702919006348,2.1296615600585938,-1.295492172241211,-4.0169758796691895
0.07924827188253403,0.09586381167173386,0.5175800919532776,0.016903134062886238,4.475456714630127,6.1585693359375,7.589421272277832,9.611437797546387,4.459632396697998,-2.0163607597351074,0.016574328765273094,9.974030494689941,6.1585693359375,0.3469039499759674,6.91874885559082,4.74071741104126,-1.4915275573730469
