Frequency,PLV
6,0.0649330046569872
7,0.0649330046569872
8,0.0649330046569872
9,0.0649330046569872
10,0.0649330046569872
11,0.0649330046569872
12,0.0649330046569872
13,0.0649330046569872
14,0.0649330046569872
15,0.0649330046569872
16,0.0649330046569872
17,0.0649330046569872
18,0.0649330046569872
19,0.0649330046569872
20,0.0649330046569872
21,0.0649330046569872
22,0.0649330046569872
23,0.0649330046569872
24,0.0649330046569872
25,0.0649330046569872
26,0.0649330046569872
27,0.0649330046569872
28,0.0649330046569872
29,0.0649330046569872
