Frequency,PLV
6,0.06021871490543283
7,0.06021871490543283
8,0.06021871490543283
9,0.06021871490543283
10,0.06021871490543283
11,0.06021871490543283
12,0.06021871490543283
13,0.06021871490543283
14,0.06021871490543283
15,0.06021871490543283
16,0.06021871490543283
17,0.06021871490543283
18,0.06021871490543283
19,0.06021871490543283
20,0.06021871490543283
21,0.06021871490543283
22,0.06021871490543283
23,0.06021871490543283
24,0.06021871490543283
25,0.06021871490543283
26,0.06021871490543283
27,0.06021871490543283
28,0.06021871490543283
29,0.06021871490543283
